Name,Degree,Location,City,Consult Fee,Years of Experience,Speciality,Availability,Doctor       
Dr. Roopa Ghanta,"MBBS, DGO",Gachibowli,Hyderabad,â‚¹1000,23,"Gynecologist, Obstetrician",04:00-06:17,hepatologist
Dr. Md Shoeb Khader   (Physiotherapist),BPTh/BPT,KPHB,Hyderabad,â‚¹300,t8,TherapistPhysiotherapist,04:00-06:18,Hepatologist
Dr. Krishna Bojja,"MBBS, MS - ENT",Chanda Nagar,Hyderabad,â‚¹600,20,ENT/ Otorhinolaryngologist,04:00-06:19,Hepatologist
Dr. Satyanarayana Batari,"MBBS, MD - General Medicine",Chanda Nagar,Hyderabad,â‚¹1000,13,"Consultant Physician, Internal Medicine, General Physician",04:00-06:20,Hepatologist
Dr. Naidu N Lalitha Lavanya,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",Attapur,Hyderabad,â‚¹400,14,ENT/ Otorhinolaryngologist,04:00-06:21,Hepatologist
Dr. Anubha,BHMS,Masab Tank,Hyderabad,â‚¹500,23,AYUSHHomoeopath,04:00-06:22,Internal Medcine
Mr. Nagendar Kankipati,"BASLP, MASLP",Tarnaka,Hyderabad,â‚¹300,14,"TherapistAudiologist, Speech Therapist",04:00-06:23,Internal Medcine
Dr. M S Premika,"MBBS, DDVL",Jubilee Hills,Hyderabad,â‚¹700,t2,Aesthetic Dermatologist,04:00-06:24,Neurologist
Dr. Shalini Patodiya,"DDVL, MBBS, DNB - Dermatology, Venereology & Leprosy",Nallagandla,Hyderabad,â‚¹600,16,"Dermatologist, Cosmetologist, Trichologist",04:00-06:25,Neurologist
Dr. Vamsi Krishna Mamidela,"MBBS, MD - General Medicine, DM - Cardiology",Nacharam,Hyderabad,â‚¹800,12,Cardiologist,04:00-06:26,Neurologist
Dr. Tejadeepthi Chennamadhavuni,"MDS - Conservative Dentistry & Endodontics, BDS",Financial District,Hyderabad,â‚¹500,12,"Endodontist, Cosmetic/Aesthetic Dentist, Dentist",04:00-06:27,Osteopathic
Dr. Jayanth Reddy Venteri,"MBBS, MS - General Surgery",Kukatpally,Hyderabad,â‚¹600,16,"Urologist, General Surgeon",04:00-06:28,Otolaryngologist
Dr. Sushmitha Dandamudi,BDS,Banjara Hills,Hyderabad,â‚¹500,n5,Dental Surgeon,04:00-06:29,Otolaryngologist
Dr. Sangeetha,"MBBS, MD - General Medicine",Chanda Nagar,Hyderabad,â‚¹550,10,General Physician,04:00-06:30,Pediatrician
Dr. Ravali Yalamanchili,"MBBS, MD - Dermatology , Venereology & Leprosy",Jubilee Hills,Hyderabad,â‚¹700,10,"Dermatologist, Cosmetologist, Dermatosurgeon",04:00-06:31,Phlebologist
Dr. S Sarangapani,"BAMS, MD - Ayurveda Medicine",Erragadda,Hyderabad,â‚¹500,43,AYUSHAyurveda,04:00-06:32,Pulmonologist
Dr. A.P Aparna,BHMS,Gachibowli,Hyderabad,â‚¹600,21,AYUSHHomoeopath,04:00-06:33,Pulmonologist
Dr. S.Nishanth,"MS - ENT, MBBS",Nacharam,Hyderabad,â‚¹500,11,ENT/ Otorhinolaryngologist,04:00-06:34,Rheumatologists
Dr. Chandra Shekhar Reddy,"MBBS, DOMS",Nagole,Hyderabad,â‚¹400,27,Ophthalmologist/ Eye Surgeon,04:00-06:35,Rheumatologists
Dr. Sravanthi Y,MDS - Conservative Dentistry & Endodontics,Kondapur,Hyderabad,â‚¹500,13,"Dentist, Endodontist",04:00-06:36,Tuberculosis
Dr. Pushpalata Damaraju,"MBBS, MD - Obstetrics & Gynaecology",Himayat Nagar,Hyderabad,â‚¹500,55,Gynecologist,04:00-06:37,Allergist
Dr. Pradeep Simha K,"MBBS, CCT - Respiratory Medicine, MRCP (UK)",Gachibowli,Hyderabad,â‚¹900,18,Pulmonologist,04:00-06:38,Allergist
Dr. Shyamala Dubey,"MBBS, DNB - Obstetrics & Gynecology",Jubilee Hills,Hyderabad,â‚¹700,18,Gynecologist,04:00-06:39,Cardiologist
Dr. Mohammed Taif N Bendigeri,"MBBS, MS - General Surgery, MCh - Urology",Hitech City,Hyderabad,â‚¹700,13,"Urologist, Urological Surgeon, General Surgeon",04:00-06:40,Cardiologist
Dr. Sravan Kumar Peravali,"MBBS, MD - General Medicine, DM - Cardiology",Ameerpet,Hyderabad,â‚¹700,14,Cardiologist,04:00-06:41,Dermatologist
Dr. Sridevi Ragi,"MS - Obstetrics & Gynaecology, MBBS",Kondapur,Hyderabad,â‚¹600,22,"Obstetrician, Gynecologist",04:00-06:42,Dermatologist
Dr. Venkat Vaijnath Cholleti,"MBBS, DNB - General Surgery",Chaitanyapuri,Hyderabad,,10,General Surgeon,04:00-06:43,Dermatologist
Dr. Ved Prakash,"FRCS - Trauma & Orthopedic Surgery, MBBS",Chapel Road,Hyderabad,â‚¹650,68,Orthopedic surgeon,04:00-06:44,Dermatologist
Dr. Sandeep Manthena,"MBBS, DNB - Orthopedics/Orthopedic Surgery",Kukatpally,Hyderabad,â‚¹600,19,Orthopedic surgeon,04:00-06:45,Dermatologist
Dr. Jayashree Reddy,"MBBS, DGO, MD - Obstetrics & Gynaecology",Manikonda,Hyderabad,â‚¹1000,44,"Infertility Specialist, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)",04:00-06:46,Endocrinologist
Dr. Sameer A.Mahendra,BDS,Banjara Hills,Hyderabad,â‚¹600,24,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist",04:00-06:47,Endocrinologist
Dr. K. Varsha,"MBBS, MS - ENT",Boduppal,Hyderabad,â‚¹300,n8,"ENT/ Otorhinolaryngologist, General Physician",04:00-06:48,Endocrinologist
Dr. Manmadha Kishan,"MBBS, MS - General Surgery",Uppal,Hyderabad,â‚¹500,11,"General Surgeon, Laparoscopic Surgeon",04:00-06:49,Endocrinologist
Dr. Jukanti Nava Vikas,"MD - General Medicine, MBBS",Kompally,Hyderabad,â‚¹600,n6,General Physician,04:00-06:50,Gastroenterologist
Dr. Subba Reddy Simuni,"MBBS, DNB - Neurosurgery",KPHB,Hyderabad,â‚¹100,10,Neurosurgeon,04:00-06:51,Gastroenterologist
Dr. Hemalatha.M,"MBBS, DNB - General Medicine",West Marredpally,Hyderabad,â‚¹800,27,"General Physician, Consultant Physician, Special Interest in Diabetology",04:00-06:52,Gastroenterologist
Dr. Venugopal Arroju,MBBS,Jubilee Hills,Hyderabad,â‚¹1500,15,General Physician,04:00-06:53,Gastroenterologist 
Dr. Srinivasa Reddy,"MBBS, MS - ENT",Hyderguda,Hyderabad,â‚¹1000,34,ENT/ Otorhinolaryngologist,04:00-06:54,Gastroenterologist
Dr. Buggaveeti Rahul,"MBBS, MCh - Head and Neck Oncology",Jubilee Hills,Hyderabad,â‚¹1000,13,Head and Neck Oncologist,04:00-06:55,Gynecologist
Dr. Imran Ali,"MBBS, MD - Dermatology , Venereology & Leprosy",Tolichowki,Hyderabad,â‚¹500,12,Dermatologist,04:00-06:56,Hepatologist
Dr. Alla Jagadeesh Naidu,"BDS, MDS - Prosthodontist And Crown Bridge",Kushaiguda,Hyderabad,â‚¹500,t7,"Dentist, Cosmetic/Aesthetic Dentist",04:00-06:57,Hepatologist
Dr. L.Vijay Kumar,"MBBS, MD - Radio Diagnosis/Radiology",Hitech City,Hyderabad,â‚¹500,36,Radiologist,04:00-06:58,hepatologist
Dr. Makarand Nandapurkar,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",Kanchanbagh,Hyderabad,â‚¹800,17,Cardiothoracic Surgeon,12:00-03:00,Hepatologist
Dr. Sai Manasa Darla,"MBBS, MS - Obstetrics & Gynaecology",Dilsukhnagar,Hyderabad,â‚¹700,11,Infertility Specialist,12:00-03:01,Hepatologist
Dr. Surendra Kumar Alluri,"MDS - Oral & Maxillofacial Surgery, BDS",Kokapet,Hyderabad,â‚¹500,28,"Implantologist, Oral And MaxilloFacial Surgeon, Dental Surgeon, Cosmetic/Aesthetic Dentist",12:00-03:02,Hepatologist
Dr. Anisha Vallakati,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",East Marredpally,Hyderabad,â‚¹500,12,"Orthodontist, Dentist",12:00-03:03,Hepatologist
Dr. P.V.S.Ganesh   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",Dilsukhnagar,Hyderabad,â‚¹500,22,"TherapistOrthopedic Physiotherapist, Physiotherapist",12:00-03:04,Internal Medcine
Dr. Srikanth Tirumala,"MDS - Oral & Maxillofacial Surgery, BDS",Gachibowli,Hyderabad,â‚¹500,13,"Oral And MaxilloFacial Surgeon, Dentist, Implantologist",12:00-03:05,Internal Medcine
Dr. Vinay Kishore,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Hitech City,Hyderabad,â‚¹600,20,Orthopedic surgeon,12:00-03:06,Neurologist
Dr. Chetan Reddy KB,"MBBS, MD - General Medicine",Gachibowli,Hyderabad,â‚¹500,11,Internal Medicine,12:00-03:07,Neurologist
Dr. V Gopi Krishna,"MBBS, MD - Pulmonary Medicine",Balapur,Hyderabad,â‚¹300,t9,Pulmonologist,12:00-03:08,Neurologist
Dr. Mallepally Sruthi,BDS,Ameerpet,Hyderabad,â‚¹500,t7,"Dentist, Cosmetic/Aesthetic Dentist",12:00-03:09,Osteopathic
Dr. Deepthi Atmakuri,"DDVL, MBBS",Banjara Hills,Hyderabad,â‚¹900,t9,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Dermatosurgeon, Venereologist",12:00-03:10,Otolaryngologist
Dr. Naveen Kumar Bashetty,"MBBS, DNB - Otorhinolaryngology",Secunderabad,Hyderabad,â‚¹700,21,ENT/ Otorhinolaryngologist,12:00-03:11,Otolaryngologist
Dr. Pranoti Deshpande,"MD - Dermatology , Venereology & Leprosy, MBBS",Kanchanbagh,Hyderabad,â‚¹500,5,Dermatologist,12:00-03:12,Pediatrician
Dr. Venkata Rao Abbineni,"MBBS, MD - General Medicine",Jubilee Hills,Hyderabad,â‚¹1000,46,"General Physician, Internal Medicine",12:00-03:13,Phlebologist
Dr. Sudheer Kumar,"MBBS, Diploma in Child Health (DCH)",Gachibowli,Hyderabad,â‚¹800,41,Pediatrician,12:00-03:14,Pulmonologist
Dr. Chetan Raj,"BHMS, MS - Counselling & Psychotherapy",Begumpet,Hyderabad,â‚¹51,12,"AYUSHHomoeopath, Sexologist, Counselling Psychologist",12:00-03:15,Pulmonologist
Dr. Pratibha Narayan,"DNB - Obstetrics & Gynecology, MS - Obstetrics & Gynaecology, MBBS",Gachibowli,Hyderabad,â‚¹800,28,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)",12:00-03:16,Rheumatologists
Dr. Sunil Kapoor,"MBBS, MD - General Medicine, DM - Cardiology",Jubilee Hills,Hyderabad,â‚¹1000,41,Cardiologist,12:00-03:17,Rheumatologists
Dr. Krithi Venkataraman,"BDS, MDS - Prosthodontist And Crown Bridge",Jubilee Hills,Hyderabad,â‚¹1000,12,Prosthodontist,12:00-03:18,Tuberculosis
Dr. Y Sandeep Reddy,"MBBS, MD - General Medicine, DM - Nephrology",Ecil,Hyderabad,â‚¹700,19,Nephrologist/Renal Specialist,12:00-03:19,Allergist
Dr. K Manasa Hegde,"BDS, MDS - Paedodontics And Preventive Dentistry",Banjara Hills,Hyderabad,â‚¹350,t8,"Dentist, Pediatric Dentist",12:00-03:20,Allergist
Dr. Gurulingappa,BDS,Jubilee Hills,Hyderabad,â‚¹500,t3,"Dentist, Cosmetic/Aesthetic Dentist",12:00-03:21,Cardiologist
Dr. K. Divya,BDS,Kondapur,Hyderabad,â‚¹200,14,Dentist,12:00-03:22,Cardiologist
Dr. Bala Ganesh Subbaiah,"MBBS, MS - General Surgery",Kondapur,Hyderabad,â‚¹500,t7,"General Surgeon, Laparoscopic Surgeon, Proctologist",12:00-03:23,Dermatologist
Dr. Mounika Reddy Chitikela,"MBBS, MS - Obstetrics & Gynaecology",Petbasheerabad,Hyderabad,â‚¹600,11,"Obstetrician, Infertility Specialist",12:00-03:24,Dermatologist
Dr. Kavya Kantheti,"BDS, MDS - Conservative Dentistry & Endodontics",Sanath Nagar,Hyderabad,â‚¹300,12,"Dentist, Endodontist",12:00-03:25,Dermatologist
Dr. Radha Shah,"MBBS, MD - Skin Diseases, DVD",Jubilee Hills,Hyderabad,â‚¹1000,28,Dermatologist,12:00-03:26,Dermatologist
Dr. Nagaraju D,"MD - Dermatology , Venereology & Leprosy, MBBS",Kukatpally,Hyderabad,â‚¹500,11,"Hair Transplant Surgeon, Dermatologist, Venereologist",12:00-03:27,Dermatologist
Dr. T. Jayaprada,"MD - Obstetrics & Gynaecology, MBBS",Kukatpally,Hyderabad,â‚¹600,24,"Gynecologist, Obstetrician, Infertility Specialist",12:00-03:28,Endocrinologist
Dr. Rakesh Goud Satla,"MBBS, DNB - General Medicine",Ecil,Hyderabad,â‚¹350,r9,General Practitioner,12:00-03:29,Endocrinologist
Dr. Uday Reddy,"MS - Orthopaedics, M.Ch - Orthopaedics",Nacharam,Hyderabad,â‚¹500,15,"Orthopedic surgeon, Joint Replacement Surgeon",12:00-03:30,Endocrinologist
Dr. Lakshmi Prasanna,"MBBS, DGO",Kondapur,Hyderabad,â‚¹700,26,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist",12:00-03:31,Endocrinologist
Dr. Srikanth Boini,"DM - Neurology, MBBS, MD - General Medicine",Miyapur,Hyderabad,â‚¹600,10,"Neurologist, General Physician",12:00-03:32,Gastroenterologist
Dr. N. Sarada Vani,"DNB - Obstetrics & Gynecology, MBBS",Ameerpet,Hyderabad,â‚¹400,24,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician",12:00-03:33,Gastroenterologist
Dr. Gowri Sankar Bapanapalli,"MBBS, MD - General Medicine, MRCP (UK)",Kukatpally,Hyderabad,â‚¹1000,25,"General Physician, Internal Medicine",12:00-03:34,Gastroenterologist
Dr. Patil Prashant Prakashrao,"MBBS, MD - Pediatrics",Gachibowli,Hyderabad,â‚¹800,20,Pediatrician,12:00-03:35,Gastroenterologist 
Dr. Anusha A,"MBBS, DGO",Kompally,Hyderabad,â‚¹600,11,"Gynecologist, Obstetrician, Infertility Specialist",12:00-03:36,Gastroenterologist
Dr. Syed Saood Hasan Razvi,BDS,Tolichowki,Hyderabad,â‚¹300,19,"Implantologist, Dentist",12:00-03:37,Gynecologist
Dr. C.H. Suresh Reddy,"MBBS, MD - General Medicine, DM - Neurology",LB Nagar,Hyderabad,â‚¹680,21,Neurologist,12:00-03:38,Hepatologist
Dr. Susmitha Gundavaram,"MBBS, MS - Obstetrics & Gynaecology",KPHB,Hyderabad,â‚¹500,22,"Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)",12:00-03:39,Hepatologist
Dr. Sreedhar Tirunagari,"MD - Ayurveda Medicine, BAMS, DNB - Family Medicine",Kachiguda,Hyderabad,â‚¹100,22,"TherapistSexologist, Sexologist (Ayurveda), Ayurvedic General Medicine",12:00-03:40,hepatologist
Dr. Komal Bohra,"MBBS, MD - General Medicine, DM - Neurology",RTC X Road,Hyderabad,â‚¹600,t7,Neurologist,12:00-03:41,Hepatologist
Dr. G Prasanna Vani,BDS,MG Road,Hyderabad,â‚¹200,15,Dentist,12:00-03:42,Hepatologist
Dr. Durga Vytla,"MBBS, DGO, Fellowship in Reproductive Medicine",Miyapur,Hyderabad,â‚¹600,14,"Infertility Specialist, Gynecologist, Obstetrician",12:00-03:43,Hepatologist
Dr. C V Sarath Krishna,"BDS, MDS - Prosthodontist And Crown Bridge",Himayat Nagar,Hyderabad,â‚¹500,t8,"Dental Surgeon, Implantologist",12:00-03:44,Hepatologist
Dr. K.V.V.Ramji,"MS - ENT, MBBS",Boduppal,Hyderabad,â‚¹450,12,ENT/ Otorhinolaryngologist,12:00-03:45,Internal Medcine
Dr. Soumya Podduturi,"MBBS, DDVL",Secunderabad,Hyderabad,â‚¹600,13,"Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist, Dermatologist",12:00-03:46,Internal Medcine
Dr. Koya Kishore Kumar,BDS,Jubilee Hills,Hyderabad,â‚¹500,27,Dentist,12:00-03:47,Neurologist
Dr. Gangadhar Akkenaguntla,BDS,Kukatpally,Hyderabad,â‚¹500,11,Dentist,12:00-03:48,Neurologist
Dr. Jasmine Bakshi,"MBBS, DGO",Sikh Village,Hyderabad,â‚¹500,21,"Obstetrician, Gynecologist",12:00-03:49,Neurologist
Dr. Usha Kiran,BDS,Kondapur,Hyderabad,â‚¹300,25,"Dentist, Cosmetic/Aesthetic Dentist",12:00-03:50,Osteopathic
Dr. Sana Fatima,BDS,Tolichowki,Hyderabad,â‚¹300,t7,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist",12:00-03:51,Otolaryngologist
Dr. Aashritha Mekala,"MBBS, MD - General Medicine",Attapur,Hyderabad,â‚¹350,11,General Physician,12:00-03:52,Otolaryngologist
Dr. Sivarekha L,"MBBS, DNB - Ophthalmology",Ecil,Hyderabad,â‚¹400,13,Ophthalmologist/ Eye Surgeon,12:00-03:53,Pediatrician
Dr. Sai Kiran Thipparthi,"MBBS, MD - Internal Medicine",Kondapur,Hyderabad,â‚¹500,12,"General Physician, Internal Medicine",12:00-03:54,Phlebologist
Dr. Vandana Hegde,"MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine, MBBS",Hitech City,Hyderabad,â‚¹800,20,"Gynecologist, Obstetrician, Infertility Specialist, Reproductive Endocrinologist (Infertility)",12:00-03:55,Pulmonologist
Dr. Sreeram Valluri,"MD - Physician, MS - ENT",Manikonda,Hyderabad,â‚¹600,11,ENT/ Otorhinolaryngologist,02:00-07:00,Pulmonologist
Dr. Sindhura Bandi,"MBBS, MS - Obstetrics & Gynaecology",Kokapet,Hyderabad,â‚¹800,12,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist",02:00-07:01,Rheumatologists
Dr. A Vaishna Priya,BDS,Kushaiguda,Hyderabad,â‚¹300,3,"Dentist, Cosmetic/Aesthetic Dentist",02:00-07:02,Rheumatologists
Dr. Yashvanth Bethapudi,BDS,Ramkoti,Hyderabad,â‚¹300,13,"Dentist, Implantologist, Dental Surgeon",02:00-07:03,Tuberculosis
Dr. Vanamala Swetha,"MBBS, MS - Obstetrics & Gynaecology",Nizampet,Hyderabad,â‚¹500,15,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)",02:00-07:04,Allergist
Dr. Raghupathi Rao Nandanavanam,"MBBS, MS - General Surgery",Jubilee Hills,Hyderabad,â‚¹800,49,General Surgeon,02:00-07:05,Allergist
Dr. Vijay Kumar Chennamchetty,"MBBS, MD - Pulmonary Medicine",Jubilee Hills,Hyderabad,â‚¹1000,15,Pulmonologist,02:00-07:06,Cardiologist
Dr. C Raja Krishna Prasad,"MS - General Surgery, MBBS",Hyderguda,Hyderabad,â‚¹1000,31,"Bariatric Surgeon, General Surgeon, Laparoscopic Surgeon",02:00-07:07,Cardiologist
Dr. Rakesh K,"MBBS, MS - Orthopaedics",RTC X Road,Hyderabad,â‚¹600,10,Orthopedic surgeon,02:00-07:08,Dermatologist
Dr. Ramesh Ammati,"MBBS, M.D. (Psychiatry)",Banjara Hills,Hyderabad,â‚¹500,5,Psychiatrist,02:00-07:09,Dermatologist
Dr. Saritha Thotakura,"MBBS, MD - Dermatology , Venereology & Leprosy",KPHB,Hyderabad,â‚¹600,7,"Dermatologist, Cosmetologist",02:00-07:10,Dermatologist
Dr. Usha Rani,"MBBS, DNB - General Medicine",Ameerpet,Hyderabad,â‚¹600,32,"Internal Medicine, General Practitioner",02:00-07:11,Dermatologist
Dr. D.S. Sowjanya,"MBBS, MD - Pulmonary Medicine",Kothapet,Hyderabad,â‚¹500,16,Pulmonologist,02:00-07:12,Dermatologist
Dr. Geetha Rani Kodati,BDS,Domalguda,Hyderabad,â‚¹400,16,Dentist,02:00-07:13,Endocrinologist
Dr. Alia Reddy,"MBBS, DGO",Hitech City,Hyderabad,â‚¹1000,40,Infertility Specialist,02:00-07:14,Endocrinologist
Dr. Ashwin Deshpande,"BDS, MDS - Orthodontics",Nanakramguda,Hyderabad,â‚¹500,20,Orthodontist,02:00-07:15,Endocrinologist
Dr. Nilkanth Patil,"DM - Cardiology, MBBS, MD - General Medicine",Gachibowli,Hyderabad,â‚¹500,20,"Cardiologist, Interventional Cardiologist",02:00-07:16,Endocrinologist
Dr. Rinki Tiwari,"MBBS, MS - Obstetrics & Gynaecology",Hitech City,Hyderabad,â‚¹650,14,"Reproductive Endocrinologist (Infertility), Infertility Specialist",02:00-07:17,Gastroenterologist
Dr. Mote Srikanth,"MBBS, MD - General Medicine",Uppal,Hyderabad,â‚¹450,9,General Physician,02:00-07:18,Gastroenterologist
Dr. V.K.Srinagesh,"MCh - Plastic Surgery, MS - General Surgery, MBBS",Jubilee Hills,Hyderabad,â‚¹1000,37,Plastic Surgeon,02:00-07:19,Gastroenterologist
Dr. Swetha Moravineni,"BDS, MDS - Conservative Dentistry & Endodontics",Kondapur,Hyderabad,â‚¹250,7,"Endodontist, Conservative Dentist, Cosmetic/Aesthetic Dentist, Dentist",02:00-07:20,Gastroenterologist 
Dr. Swathi Prathipati,MBBS,Banjara Hills,Hyderabad,â‚¹750,7,General Physician,02:00-07:21,Gastroenterologist
Dr. Harika Tirungari,"MBBS, MS - General Surgery",Secunderabad,Hyderabad,â‚¹600,14,"General Surgeon, Laparoscopic Surgeon",02:00-07:22,Gynecologist
Dr. Udayagiri Gopi,BDS,KPHB,Hyderabad,â‚¹300,18,Dentist,02:00-07:23,Hepatologist
Dr. Shyam Sunder Rao C,"MBBS, MD - General Medicine, DM - Nephrology",Mehdipatnam,Hyderabad,â‚¹650,10,Nephrologist/Renal Specialist,02:00-07:24,Hepatologist
Dr. Sudhakar,MDS - Oral & Maxillofacial Surgery,Kondapur,Hyderabad,â‚¹300,16,"Oral And MaxilloFacial Surgeon, Dentist",02:00-07:25,hepatologist
Dr. Rakesh Boppana,"MBBS, DM - Endocrinology, MD - General Medicine",Kondapur,Hyderabad,â‚¹700,14,"Endocrinologist, Diabetologist",02:00-07:26,Hepatologist
Dr. Rajesh Fogla,"MBBS, DNB - Ophthalmology",Jubilee Hills,Hyderabad,â‚¹800,30,Ophthalmologist/ Eye Surgeon,02:00-07:27,Hepatologist
Dr. Kartheek Telagareddy,"MBBS, MS - Orthopaedics",Kukatpally,Hyderabad,â‚¹600,12,"Joint Replacement Surgeon, Orthopedic surgeon",02:00-07:28,Hepatologist
Dr. Kondal Rao,"DM - Cardiology, MD - General Medicine, MBBS",Hyderguda,Hyderabad,â‚¹500,27,Cardiologist,02:00-07:29,Hepatologist
Dr. Sunitha Kayidhi,"MBBS, MD - General Medicine, DM - Rheumatology",Gachibowli,Hyderabad,â‚¹800,10,Rheumatologist,02:00-07:30,Internal Medcine
Dr. Chadalavada Pragathi,"MBBS, MD - Dermatology , Venereology & Leprosy",Banjara Hills,Hyderabad,â‚¹600,6,"Dermatologist, Aesthetic Dermatologist, Trichologist",02:00-07:31,Internal Medcine
Dr. P Sai Sri Harsha,"MBBS, MCh - Urology, MS - Urology",Gachibowli,Hyderabad,â‚¹900,10,Urologist,02:00-07:32,Neurologist
Dr. Kiran Reddy Chennuri,"MBBS, MS - Orthopaedics",Gachibowli,Hyderabad,â‚¹600,17,"Orthopedic surgeon, Joint Replacement Surgeon",02:00-07:33,Neurologist
